fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Id
0.2831858407079646,0.3595890410958904,0.0,5.5,0.086,5.0,18.0,0.9986,3.4,0.55,9.6,6,35
0.2831858407079646,0.3287671232876712,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,6,36
0.3097345132743363,0.1780821917808219,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7,7,37
0.23893805309734517,0.226027397260274,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,5,40
0.3716814159292037,0.33561643835616434,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51,9.3,4,41
0.256637168141593,0.25342465753424653,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9,10.5,6,42
0.3097345132743363,0.3698630136986301,0.22,2.2,0.069,9.0,23.0,0.9968,3.3,1.2,10.3,5,43
0.0,0.273972602739726,0.15,2.1,0.054,8.0,65.0,0.9934,3.9,0.56,13.1,4,45
0.2743362831858408,0.5582191780821918,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2,5,46
0.3716814159292037,0.3698630136986301,0.26,1.7,0.074,4.0,23.0,0.9971,3.15,0.74,9.2,5,50
0.17699115044247782,0.273972602739726,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63,9.4,6,51
0.17699115044247782,0.2602739726027397,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,6,52
0.35398230088495575,0.1780821917808219,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5,53
0.2654867256637168,0.2671232876712329,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6,54
0.49557522123893805,0.2054794520547945,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,5,56
0.2831858407079646,0.32191780821917804,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,5,58
0.23893805309734517,0.18493150684931509,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54,9.4,6,59
0.3716814159292037,0.1917808219178082,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5,60
0.2743362831858408,0.39041095890410954,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,5,61
0.21238938053097345,0.4212328767123288,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,63
0.23008849557522126,0.41438356164383555,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,64
0.23008849557522126,0.41438356164383555,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,65
0.17699115044247782,0.40068493150684925,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5,67
0.3008849557522124,0.40068493150684925,0.05,1.9,0.074,8.0,19.0,0.9962,3.34,0.95,10.5,6,69
0.2743362831858408,0.39041095890410954,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,5,72
0.32743362831858414,0.3801369863013699,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,4,73
0.3716814159292037,0.19863013698630133,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,5,76
0.19469026548672563,0.45547945205479456,0.0,2.4,0.104,14.0,30.0,0.9966,3.52,0.55,10.7,6,77
0.18584070796460184,0.43150684931506844,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,5,78
0.32743362831858414,0.3458904109589041,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,4,79
0.1415929203539823,0.226027397260274,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,5,80
0.24778761061946908,0.2602739726027397,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,5,82
0.1504424778761062,0.1232876712328767,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,6,84
0.20353982300884965,0.2945205479452055,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,85
0.35398230088495575,0.25342465753424653,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,86
0.2743362831858408,0.25342465753424653,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,87
0.4159292035398231,0.18493150684931509,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22,9.5,5,88
0.21238938053097345,0.3424657534246575,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5,89
0.2920353982300885,0.273972602739726,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5,90
0.35398230088495575,0.25342465753424653,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,91
0.2743362831858408,0.25342465753424653,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,93
0.03539823008849563,0.6164383561643836,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,4,94
0.19469026548672563,0.4486301369863014,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5,96
0.2654867256637168,0.5342465753424658,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,5,98
0.3097345132743363,0.2910958904109589,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,99
0.32743362831858414,0.33561643835616434,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,6,100
0.3097345132743363,0.2910958904109589,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,102
0.3097345132743363,0.3116438356164383,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,103
0.23008849557522126,0.25342465753424653,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5,104
0.3097345132743363,0.3116438356164383,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,105
0.2831858407079646,0.19863013698630133,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,5,106
0.1415929203539823,0.3493150684931507,0.31,1.7,0.088,15.0,64.0,0.9969,3.46,0.79,9.3,5,107
0.2831858407079646,0.30136986301369867,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.93,9.5,5,110
0.33628318584070804,0.3424657534246575,0.09,2.2,0.084,11.0,108.0,0.9964,3.15,0.66,9.8,5,111
0.48672566371681414,0.13013698630136986,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67,9.7,6,113
0.2831858407079646,0.30136986301369867,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.93,9.5,5,114
0.424778761061947,0.1917808219178082,0.31,2.2,0.09,13.0,62.0,0.9966,3.07,0.63,10.5,6,115
0.32743362831858414,0.2876712328767123,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6,116
0.23893805309734517,0.6506849315068494,0.09,1.7,0.178,10.0,89.0,0.9962,3.3,0.57,9.0,5,120
0.3716814159292037,0.2945205479452055,0.04,2.2,0.119,14.0,56.0,0.9962,3.21,0.6,10.9,6,121
0.23893805309734517,0.39383561643835613,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5,122
0.2831858407079646,0.2602739726027397,0.17,1.6,0.0819999999999999,21.0,102.0,0.996,3.39,0.48,9.5,5,124
0.3185840707964601,0.8287671232876712,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,5,126
0.3097345132743363,0.8287671232876712,0.0,1.8,0.0819999999999999,3.0,12.0,0.9964,3.54,0.48,10.9,5,127
0.3008849557522124,0.32191780821917804,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,7,128
0.3008849557522124,0.42808219178082185,0.56,2.0,0.118,30.0,134.0,0.9968,3.24,0.66,9.4,5,130
0.08849557522123891,0.2602739726027397,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,131
0.2920353982300885,0.6301369863013698,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6,134
0.33628318584070804,0.42808219178082185,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,135
0.23008849557522126,0.20205479452054792,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,5,137
0.33628318584070804,0.42808219178082185,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,140
0.05309734513274339,0.15068493150684933,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,142
0.1504424778761062,0.18493150684931509,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5,143
0.05309734513274339,0.15068493150684933,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,144
0.3097345132743363,0.3767123287671233,0.55,1.8,0.1169999999999999,32.0,141.0,0.9968,3.17,0.62,9.4,5,145
0.10619469026548678,0.3835616438356165,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,5,146
0.20353982300884965,0.25342465753424653,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,6,148
0.23893805309734517,0.14383561643835616,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,6,150
0.4070796460176991,0.273972602739726,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,4,151
0.256637168141593,0.3287671232876712,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,152
0.256637168141593,0.3287671232876712,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,153
0.22123893805309736,0.21232876712328763,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,155
0.22123893805309736,0.21232876712328763,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,156
0.22123893805309736,0.21232876712328763,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,157
0.22123893805309736,0.3835616438356165,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5,158
0.19469026548672563,0.3287671232876712,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,159
0.2654867256637168,0.5684931506849314,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,160
0.2654867256637168,0.3835616438356165,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,161
0.2831858407079646,0.2808219178082192,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,162
0.24778761061946908,0.3287671232876712,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,163
0.23893805309734517,0.32191780821917804,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,164
0.2831858407079646,0.3493150684931507,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,165
0.19469026548672563,0.3561643835616438,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,166
0.23893805309734517,0.2945205479452055,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,167
0.19469026548672563,0.3493150684931507,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,168
0.2920353982300885,0.523972602739726,0.03,1.8,0.0579999999999999,4.0,8.0,0.9972,3.36,0.33,9.1,4,170
0.3008849557522124,0.2054794520547945,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,172
0.24778761061946908,0.3424657534246575,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,173
0.20353982300884965,0.2602739726027397,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,175
0.23893805309734517,0.1780821917808219,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,176
0.256637168141593,0.273972602739726,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,177
0.21238938053097345,0.4691780821917808,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,178
0.3716814159292037,0.33561643835616434,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,179
0.3716814159292037,0.33561643835616434,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,180
0.38053097345132747,0.33561643835616434,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,181
0.23008849557522126,0.41780821917808214,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,182
0.19469026548672563,0.33561643835616434,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,183
0.18584070796460184,0.3424657534246575,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,184
0.38053097345132747,0.13013698630136986,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,185
0.24778761061946908,0.18493150684931509,0.48,2.0,0.0819999999999999,14.0,67.0,0.9972,3.34,0.55,9.2,5,186
0.2920353982300885,0.2602739726027397,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,188
0.3185840707964601,0.2602739726027397,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,190
0.15929203539823011,0.17123287671232873,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,191
0.2654867256637168,0.2945205479452055,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,193
0.2654867256637168,0.2945205479452055,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,194
0.23893805309734517,0.3150684931506849,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,196
0.6106194690265487,0.1232876712328767,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,197
0.20353982300884965,0.6643835616438356,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,199
0.4424778761061947,0.136986301369863,0.47,1.4,0.0559999999999999,9.0,24.0,0.99695,3.22,0.82,10.3,7,200
0.21238938053097345,0.21232876712328763,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,204
0.7256637168141593,0.1232876712328767,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,205
0.7256637168141593,0.1232876712328767,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,206
0.2831858407079646,0.2191780821917808,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,208
0.4513274336283185,0.2808219178082192,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,210
0.3008849557522124,0.41438356164383555,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,211
0.3185840707964601,0.30821917808219174,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,213
0.2831858407079646,0.4212328767123288,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,214
0.21238938053097345,0.25342465753424653,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,215
0.36283185840707965,0.3458904109589041,0.16,2.0,0.1009999999999999,13.0,49.0,0.9962,3.14,0.57,11.0,5,216
0.3097345132743363,0.41438356164383555,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,217
0.256637168141593,0.25342465753424653,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,218
0.2831858407079646,0.15068493150684933,0.37,2.0,0.0819999999999999,24.0,58.0,0.9964,3.34,0.59,9.4,6,220
0.24778761061946908,0.2808219178082192,0.26,2.0,0.1009999999999999,16.0,72.0,0.9957,3.15,0.57,9.4,5,221
0.19469026548672563,0.33561643835616434,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,222
0.35398230088495575,0.3595890410958904,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,223
0.2743362831858408,0.21232876712328763,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,225
0.38053097345132747,0.32191780821917804,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,226
0.05309734513274339,0.2465753424657534,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,230
0.3008849557522124,0.1780821917808219,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,231
0.34513274336283184,0.17123287671232873,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,232
0.3185840707964601,0.6027397260273972,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,234
0.23008849557522126,0.3493150684931507,0.0,1.9,0.0969999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,235
0.38053097345132747,0.3527397260273972,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,240
0.654867256637168,0.1780821917808219,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,241
0.2743362831858408,0.3150684931506849,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,242
0.920353982300885,0.06164383561643835,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,243
0.920353982300885,0.06164383561643835,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,244
0.23893805309734517,0.3698630136986301,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,245
0.22123893805309736,0.3835616438356165,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,246
0.23893805309734517,0.3698630136986301,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,249
0.5486725663716815,0.136986301369863,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,250
0.22123893805309736,0.3287671232876712,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,251
0.5752212389380531,0.15753424657534243,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,252
0.2743362831858408,0.4486301369863014,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,253
0.3008849557522124,0.30821917808219174,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,255
0.424778761061947,0.15068493150684933,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,256
0.17699115044247782,0.39383561643835613,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,257
0.2743362831858408,0.19863013698630133,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,258
0.47787610619469034,0.13013698630136986,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,259
0.2920353982300885,0.14383561643835616,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,260
0.21238938053097345,0.5856164383561643,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,261
0.3008849557522124,0.273972602739726,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,262
0.2920353982300885,0.17123287671232873,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,263
0.6991150442477876,0.30136986301369867,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,264
0.3097345132743363,0.5136986301369862,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,266
0.2920353982300885,0.15753424657534243,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,267
0.20353982300884965,0.2876712328767123,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,268
0.6106194690265487,0.0410958904109589,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,269
0.2920353982300885,0.2910958904109589,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,270
0.2920353982300885,0.2910958904109589,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,275
0.20353982300884965,0.2876712328767123,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,276
0.6106194690265487,0.0410958904109589,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,277
0.5044247787610621,0.136986301369863,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,278
0.38053097345132747,0.1917808219178082,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,279
0.6017699115044248,0.0958904109589041,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,280
0.2743362831858408,0.10273972602739725,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,281
0.38053097345132747,0.1917808219178082,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,283
0.46902654867256643,0.32191780821917804,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,284
0.46902654867256643,0.32191780821917804,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,285
0.654867256637168,0.226027397260274,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,286
0.256637168141593,0.1917808219178082,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,287
0.36283185840707965,0.273972602739726,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,288
0.6194690265486726,0.2054794520547945,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,289
0.36283185840707965,0.273972602739726,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,290
0.5132743362831859,0.2945205479452055,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,292
0.20353982300884965,0.1643835616438356,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,293
0.7699115044247788,0.15068493150684933,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,294
0.5486725663716815,0.2602739726027397,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,295
0.5309734513274336,0.48630136986301364,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,296
0.22123893805309736,0.3493150684931507,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,297
0.23008849557522126,0.363013698630137,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,298
0.256637168141593,0.2808219178082192,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,300
0.5752212389380531,0.0410958904109589,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,301
0.32743362831858414,0.40068493150684925,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,302
0.33628318584070804,0.363013698630137,0.6,2.1,0.1119999999999999,12.0,90.0,0.9973,3.2,0.52,9.2,5,304
0.2654867256637168,0.3424657534246575,0.32,2.2,0.0819999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,5,306
0.5044247787610621,0.19863013698630133,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,307
0.5044247787610621,0.21232876712328763,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,308
0.2920353982300885,0.2808219178082192,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,311
0.3893805309734514,0.2328767123287671,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,312
0.35398230088495575,0.23972602739726023,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,313
0.24778761061946908,0.1643835616438356,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,314
0.4601769911504425,0.3698630136986301,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,318
0.4424778761061947,0.4452054794520548,0.12,2.9,0.0819999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,319
0.4159292035398231,0.33561643835616434,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,321
0.47787610619469034,0.25342465753424653,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,324
0.47787610619469034,0.25342465753424653,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,325
0.6194690265486726,0.2808219178082192,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7,326
0.5044247787610621,0.2191780821917808,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,327
